task_id,task_description,priority,user_id,deadline,estimated_duration_hours,current_user_workload,task_category
9177,Various politics more character federal minute accept send.,Medium,U047,2025-06-16,12,19,testing
9178,Both president eight while television medical apply.,Low,U048,2025-05-29,12,22,testing
9179,Most environment compare reason newspaper agent career set own.,High,U001,2025-06-05,2,11,bugfix
9180,Speak top nothing police person wait brother list.,High,U033,2025-05-28,10,9,bugfix
9181,Whether daughter south whole no red major thank part product letter.,High,U046,2025-05-26,3,17,documentation
9182,Safe within score PM to enough inside deep.,Medium,U001,2025-05-28,4,37,documentation
9183,Enjoy service still campaign executive agency.,High,U004,2025-06-05,1,12,devops
9184,Human reason positive pass into of budget prove.,High,U021,2025-05-27,7,35,development
9185,Dog police program article mission kind officer second paper traditional choice occur.,High,U019,2025-06-02,9,40,testing
9186,War environmental central country garden Democrat occur serve give expert would such nice own.,Low,U043,2025-06-06,9,20,testing
9187,Response environment thing just member sound future support.,High,U044,2025-06-04,5,26,testing
9188,Street stay shake decide seven toward because technology compare morning.,Low,U018,2025-06-15,6,21,testing
9189,Support Mrs region step treatment then beyond difference measure occur just box after machine.,Medium,U034,2025-06-14,2,25,devops
9190,Study time moment song especially happy beyond management finish.,Medium,U016,2025-05-24,3,25,bugfix
9191,Cost can try unit fly authority when hundred.,Low,U027,2025-05-30,1,5,bugfix
9192,Couple away more unit her personal measure several.,High,U037,2025-06-08,10,28,devops
9193,Mission bag peace serious community similar dinner total blood authority out piece page use.,Low,U016,2025-06-11,9,14,devops
9194,Today sometimes now bad above send wrong exist.,Medium,U018,2025-06-01,10,5,testing
9195,Whatever bar page particularly campaign.,Low,U012,2025-05-23,4,7,devops
9196,Million PM section contain check a under leave hair establish.,Medium,U004,2025-06-04,3,11,research
9197,Control weight white who board road billion.,Low,U043,2025-06-08,4,13,documentation
9198,Summer thought east test this act wind middle.,Medium,U031,2025-05-27,12,28,research
9199,Picture happy away conference machine.,Medium,U043,2025-06-20,4,15,bugfix
9200,Child professional deal black leave view.,High,U004,2025-06-04,9,36,development
9201,As receive should husband knowledge field.,Low,U021,2025-06-15,12,36,development
9202,Agent nor fish direction fight tough stand.,Low,U021,2025-06-17,1,13,design
9203,Seek such include my food much agreement ready situation break be.,Medium,U017,2025-06-06,9,33,devops
9204,Four road computer its nation other deep despite shoulder.,Medium,U037,2025-06-19,4,14,development
9205,Management around house side administration while fine goal whether build western.,Low,U010,2025-06-15,1,22,bugfix
9206,Town image pass cultural letter but say full himself crime woman.,Low,U028,2025-05-25,7,5,development
9207,Necessary rise everything stuff task break.,Low,U012,2025-06-13,5,38,development
9208,Answer day piece late affect sometimes information suggest among second interesting environmental late.,Medium,U043,2025-06-16,4,20,documentation
9209,Memory outside her teach quite trade.,Low,U002,2025-06-20,8,38,bugfix
9210,Simple green network natural response three citizen change surface mention discover bar.,Medium,U043,2025-05-30,10,18,testing
9211,Century born onto point same kind rather artist walk thus.,Medium,U048,2025-06-14,4,9,documentation
9212,Dog lead join color road hair party possible data place.,Medium,U014,2025-06-02,9,31,design
9213,Real American however such member professor they stand network benefit big campaign late.,Medium,U014,2025-06-08,6,9,research
9214,Like focus late source use media too music modern company least check I.,Low,U027,2025-05-22,7,13,devops
9215,Also state history data base half.,Medium,U040,2025-06-06,2,29,development
9216,Environmental so single ok.,Low,U017,2025-06-15,5,14,development
9217,Force pressure build law moment key rather remember of.,High,U040,2025-05-28,4,18,research
9218,Before beyond six it American per.,High,U013,2025-06-18,1,17,design
9219,Keep personal paper total station.,Low,U024,2025-06-01,5,14,research
9220,Identify trip improve traditional.,Medium,U024,2025-06-04,11,10,design
9221,Accept someone rich agency game by save.,High,U030,2025-05-26,10,31,design
9222,Job peace professional seven degree home discuss.,Medium,U050,2025-05-31,4,26,bugfix
9223,Drop although college run receive able gas great.,High,U021,2025-05-22,5,9,design
9224,Inside wonder know three standard.,Medium,U025,2025-06-15,7,22,research
9225,Case everybody gun thank.,Medium,U047,2025-06-07,8,34,design
9226,Arm whose pressure change occur tree also rate.,High,U032,2025-06-11,4,8,research
9227,Step interview why nation discuss east final.,High,U002,2025-06-02,4,12,research
9228,Together everyone item will yes election.,High,U019,2025-06-18,4,18,research
9229,Memory eye American ability world else people often camera deal agent.,Medium,U035,2025-06-11,12,23,design
9230,Pay through research onto laugh card prove beat make.,Medium,U026,2025-06-18,1,23,devops
9231,Light resource need task religious wide nor exactly entire product white.,High,U014,2025-06-04,8,34,testing
9232,Significant data race discover phone perform record thing special budget institution.,Medium,U014,2025-05-28,2,7,documentation
9233,Catch strong site television goal nor still prevent agency always.,Low,U039,2025-06-02,8,17,documentation
9234,Defense ready beat always eight agreement service heart partner.,Medium,U030,2025-05-27,12,25,development
9235,Pass drug office situation develop doctor choice eight.,Low,U050,2025-06-16,6,18,documentation
9236,Debate list enter be allow part executive arrive community official include station answer.,High,U003,2025-05-27,7,37,devops
9237,Summer interest media rich reason almost current summer teacher ten.,High,U044,2025-05-25,12,21,design
9238,A fear across those scene and would also action north.,High,U003,2025-06-05,8,39,development
9239,Only you still writer sometimes experience many poor size benefit none specific laugh.,Medium,U049,2025-05-28,8,19,testing
9240,Throughout success movie last film dog third media wish.,Low,U034,2025-06-03,12,22,documentation
9241,Admit seat toward benefit.,Low,U028,2025-06-03,2,27,design
9242,Hotel yard everything mouth election nothing day total.,High,U012,2025-06-01,1,7,documentation
9243,Drug where bill owner record bar sell mouth be sometimes push.,High,U006,2025-06-01,3,6,development
9244,That any contain health time way young.,Medium,U036,2025-06-03,7,37,research
9245,Reality man analysis station administration name see.,Medium,U008,2025-05-22,2,23,research
9246,Now sport professional light TV economy box cup.,High,U002,2025-06-15,5,14,development
9247,When important join sell lead camera level someone.,Medium,U045,2025-06-03,6,23,development
9248,Worry rock develop here ready ready if up everyone seven message nearly scene.,Medium,U004,2025-06-05,2,36,devops
9249,Get available interest lead hotel enjoy learn air challenge.,High,U020,2025-05-25,11,16,research
9250,Wonder consider will show moment decade ready defense.,High,U044,2025-05-25,10,29,design
9251,City region shake church although whom offer realize offer kid stuff scientist.,High,U032,2025-06-08,6,33,research
9252,Man likely add however wide oil opportunity local tonight top true catch fall.,High,U036,2025-06-11,10,40,design
9253,Get Republican shoulder north hundred question black.,High,U043,2025-06-20,9,21,research
9254,Travel writer example seem buy service author work again.,Medium,U029,2025-06-02,10,38,bugfix
9255,Style great effort member those measure along suddenly black history around return sign machine entire.,High,U045,2025-06-15,8,17,testing
9256,Wall media let election reduce.,Medium,U021,2025-05-28,5,7,research
9257,Contain company could article.,High,U046,2025-05-26,2,16,design
9258,Ok need price add positive.,Low,U039,2025-06-11,12,23,design
9259,Leader shoulder have game national agency skill page speech care technology training say.,Medium,U019,2025-06-01,2,16,testing
9260,Simply exist protect situation artist four class whom occur throw cup poor.,High,U026,2025-05-26,11,13,design
9261,Quite area ten clearly take though surface degree matter worry level ten financial.,High,U024,2025-05-22,2,5,testing
9262,Mr inside visit I single traditional involve trial reflect.,Medium,U007,2025-06-14,9,33,devops
9263,Report while current fly big stuff first rich.,Low,U034,2025-05-23,12,35,design
9264,Yourself trip control care hit agreement.,High,U040,2025-06-16,2,26,documentation
9265,Majority feeling daughter probably political coach ground exactly however marriage ready hope her win.,Low,U008,2025-05-27,1,21,development
9266,Month find seem whether nature image form hot source.,Medium,U016,2025-06-15,3,22,bugfix
9267,Employee house be off send soldier exactly.,Low,U027,2025-06-17,6,8,testing
9268,Spend hand we street agree.,Medium,U045,2025-06-06,5,16,devops
9269,Various arm forget head.,High,U036,2025-06-04,12,9,research
9270,School sort memory president bar sell stuff technology fly range.,High,U027,2025-06-01,11,11,bugfix
9271,Chance similar central person law majority low.,Medium,U029,2025-06-15,1,22,devops
9272,News range focus form fact lead on general sense account.,High,U036,2025-05-31,6,17,testing
9273,Road ten wife consider account west simply moment modern.,Medium,U036,2025-06-11,4,24,devops
9274,My old must almost yet exist year father quality.,Medium,U026,2025-06-18,8,13,development
9275,Mr true final design wait candidate.,High,U024,2025-06-19,10,22,development
9276,Poor around for fact his so hair six blue discuss successful challenge his begin reach road.,Medium,U043,2025-05-28,7,8,documentation
9277,Tend possible cup like serious office eat.,Medium,U020,2025-05-24,11,40,devops
9278,Read include might heavy industry little.,High,U024,2025-05-25,7,34,bugfix
9279,Group beat yourself only point song site month bag my.,Low,U007,2025-05-30,5,26,devops
9280,Lot force myself cause section green at road.,Medium,U007,2025-05-22,6,37,bugfix
9281,Among throw compare for staff stage tough else car person watch agree social.,Medium,U050,2025-05-28,9,32,documentation
9282,Purpose move hear parent face usually.,High,U047,2025-06-09,1,37,design
9283,Work lead PM me yard prove keep shake society attention whom.,Low,U005,2025-06-16,1,34,design
9284,Writer lawyer only role control wife only member seat mind.,Medium,U035,2025-05-27,4,15,bugfix
9285,Standard protect grow market heart none court popular international model cause enough long physical.,High,U049,2025-06-12,9,19,research
9286,Operation floor keep thought marriage practice.,High,U031,2025-06-07,3,32,documentation
9287,Individual key sometimes character century cover up police.,Medium,U002,2025-05-28,4,29,testing
9288,Candidate will answer I leader number total five write skin figure big.,Low,U015,2025-06-19,11,26,documentation
9289,Wall of alone offer per government.,High,U003,2025-05-22,6,19,development
